Id,Title,Body,Tags
729,Call C# Function Inside asp:HyperLink NavigateUrl,"<p>I have a function that is called getUserID and I would like to pass the user ID via NavigateUrl within asp:HyperLink.</p>

<p>This is my hyperlink: </p>

<pre><code>            &lt;asp:HyperLink ID=""lnkMyAccount"" Text=""My Account"" 
                NavigateUrl=""~/Users/View.aspx"" style=""color:White"" CssClass=""myAreaLink"" 
                Runat=""server"" Font-Size=""Small"" /&gt;
                &amp;nbsp;|&amp;nbsp;
</code></pre>

<p>I tried this but it did not work: </p>

<pre><code>            &lt;asp:HyperLink ID=""lnkMyAccount"" Text=""My Account"" 
                NavigateUrl='&lt;%# ""~/Users/View.aspx"" + CPDManagement._code.SearchSelection.getUserID().Tables[0].Rows[0][""u_ID""].ToString() %&gt; style=""color:White"" CssClass=""myAreaLink"" 
                Runat=""server"" Font-Size=""Small"" /&gt;
                &amp;nbsp;|&amp;nbsp;
</code></pre>
",c# asp.net
730,Aligning text over a div element,"<p>I want the 2012 to be to the left of the first map (almost where it is), and the 2010 to be to the left of the second map. I can't post the screenshot, as I am a new user, but they are to the left and to the right of the page.</p>

<p>This is my code:</p>

<pre><code>&lt;b&gt;2012&lt;b&gt;
&lt;div id=""map_canvas2"" style=""width:25%; height:25%""&gt;&lt;/div&gt;
&lt;b&gt;2010&lt;b&gt;
&lt;div id=""map_canvas"" style=""width:25%; height:25%""&gt;&lt;/div&gt;
</code></pre>

<p>After searching I see that you have to do it with CSS, but how? I feel that if I set something in CSS to be to the left, all text goes to the left.</p>

<p>Thanks in advance!</p>
",css html5
731,ASP.NET User Controls Cross-Communication,"<p>The scenario: 2 user controls (foo.ascx and fum.ascx)</p>

<p>foo has a method that would really like to access a property from fum.  They live on the same page, but I can't find a very simple way to accomplish this sort of communication.  </p>

<p>Any ideas?</p>
",c# asp.net vb.net ascx
732,"Is the function $\phi(x)=\frac{\int_{0}^{x} \sin^{m}{t}\,dt}{\int_{0}^{x} \sin^{n}{t}\,dt}$ increasing on $(0,\pi/2)$?","<p>Let $m,n\in \mathbb{N}$ such that $m&lt;n$. Define the function $\phi$ on $(0,\pi/2)$ as follow:</p>

<p>$$\phi(x)=\frac{\int_{0}^{x} \sin^{m}{t}\,dt}{\int_{0}^{x} \sin^{n}{t}\,dt}$$ </p>

<p>Is $\phi$ increasing?</p>
",homework calculus
733,"Unlocking a ""read only"" registry entry in Windows 7","<p>My registry entry <code>HKEY_CURRENT_USER\Software\Microsoft\Internet Explorer\Main</code> is being locked up by malicious software. My home page is changed and I can't change it back because of the entry's permission being set to ""READ ONLY"".</p>

<p>How can I remove the lock and change the key?</p>
",windows-7 windows-registry
734,git remote branches listing,"<p>Is there any way I can use the GIT cli to figure out how many git branches are present at a remote repository?</p>

<p>It would be nice to see if someone unknowingly pushed a branch that I dont desire into the remote repository.</p>
",git
735,Arrange JPG images based on JPG compression/quality,"<p>I have been looking for a way to arrange JPG images based on the quality/compression level of the images. </p>

<p>I want to do this so that I could select only those images which has less compression (let’s say 
90-100%) and batch process them to lower compression level (say 75%) to save hard disk space.</p>

<p>I have loads of reference images with various compression level. If I apply compression to all the images then the ones with already low compression get reprocessed resulting really lower quality images. </p>

<p>Does anyone one know how could I select images based on the quality/compression?</p>

<p>I would really appreciate any help.
Takias</p>
",batch compression batch-file jpeg
736,Working with date ranges (Classic ASP and SQL),"<p>I have to implement a solution where two date ranges can overlap each other. within the overlapped dates, I have to count how many days overlap each other. Once I know the overlapped days I can calculate a total figure based on the price that's attached per day. </p>

<p><strong>A scenario would be that</strong></p>

<p>A customer is booking a hotel</p>

<p>Customer booking dates - 17/02/2011 to  26/02/2011</p>

<p>Normal price (All year) - 01/01/2011 - 31/12/2011 (price per day :$30.00)</p>

<p>Special Offer 1 dates - 01/01/2011 to 19/02/2011 (price per day :$20.00)</p>

<p>Special Offer 2 dates - 17/02/2011 to 24/02/2011 (price per day :$10.00)</p>

<p>In the above scenario, the proposed algorithm should work out the cheapest offer that the date ranges overlap and work out the price for the booking. If there is no special offer available it uses the normal price.</p>

<p>So for the first two days the system should get the price from ""special offer 1"" as it's the cheapest available price. Next 5 days should be ""Special offer 2 price"" and for the next 2 days it'll be normal price.</p>

<p>I'd be grateful to see both SQL(using MS-SQL Server) or Code base answers to get the diffrenet views.</p>

<p>I hope the question is clear and looking foward to see the answers.</p>

<p>Many thanks in advance</p>
",asp.net sql asp-classic vbscript
737,Auto Complete with json and bootstrap,"<p>this is my code:</p>

<p><strong>class_search.php</strong></p>

<pre><code>        case 'users':
            if(!empty($_REQUEST['user'])){                  
                if(strlen($_REQUEST['user']) &gt;= 3){
                    $_REQUEST['user'] = $this-&gt;sanitize($_REQUEST['user'], 'string');
                    $stmt = $this-&gt;sql-&gt;prepare('SELECT
                                                        id,
                                                        nome,
                                                                                                                    url
                                                    FROM
                                                        animes
                                                    WHERE
                                                        nome LIKE ?

                                                    LIMIT 10');

                    $stmt-&gt;execute(array('%'.$_REQUEST['user'].'%'));
                    $this-&gt;queries++;
                    $c = 0;
                    if($admin){
                        $result['users'] = array();
                    }

                    if($stmt-&gt;rowCount() &gt; 0){
                        while($row = $stmt-&gt;fetch(PDO::FETCH_ASSOC)){
                            if($admin){
                                $result['users'][$c] = array('name'=&gt;($prefix ? '[usr] ' : '').$row['nome'], 'id'=&gt;$row['id']);
                                $c++;
                            }else{
                                $result[] = ($prefix ? '[usr] ' : '').$row['nome'];
                            }
                        }
                    }
                }
            }
            break;
</code></pre>

<p><strong>general.js</strong></p>

<pre><code>$('#top_search').typeahead({
    source: function(typeahead, query) {
        $.ajax({
            url: baseurl + ""/ajax_calls.php"",
            dataType: ""json"",
            type: ""POST"",
            data: {
                call: 'top_search',
                user: query
            },
            success: function(data) {
                typeahead.process(data);
            }
        });
    },
    onselect: function(obj) {
        location.href= baseurl + '/animes/'+obj;
    }
})
</code></pre>

<p><strong>ajax_calls.php</strong></p>

<pre><code>        case 'top_search':
            $status = $site-&gt;process_autosearch('users');
            break

;
</code></pre>

<p>I am having problem with onselect, I need to select the row url in my MySQL and encode to json, because when I click in one result I am redirect to mysite.com/animes/name of anime/ (yes, with space) and I need to fix this.</p>

<p>Table animes in phpMyAdmin:
<a href=""http://s18.postimage.org/3ulrcmss9/Animes_Table.jpg"" rel=""nofollow"">http://s18.postimage.org/3ulrcmss9/Animes_Table.jpg</a></p>

<p>Quickly video: <a href=""http://www.screenr.com/plZ7"" rel=""nofollow"">http://www.screenr.com/plZ7</a></p>
",php json twitter-bootstrap autocomplete
738,segmentation fault in insertion into ternary search tree,"<p>i am trying to insert the charachter in to ternary search tree, please help me out with this segmentation fault ??
here is what i am doing to inser in to trie,on running this i am getting segmentation fault(core dumped )
 please help me out why this is so ??</p>

<pre><code>int main(int argc ,char* agrv[])
{
TSTNode *root;
char *str;
cin &gt;&gt; str;
InsertTST(root,str);
DisplayTST(root);
return 0; 
}

TSTNode* InsertTST(TSTNode *root, char *str)
{
if(root== NULL){
    TSTNode *root = (TSTNode *)malloc(sizeof(TSTNode *));
    root-&gt;left = NULL;
    root-&gt;right = NULL;
    root-&gt;eq = NULL;
    root-&gt;is_end_of_str = 0;

    return root;
}


if(root-&gt;data &lt; *str)
    InsertTST(root-&gt;right, str);
else if (root-&gt;data == *str){
    if(*(str+1) != '\0')
    InsertTST(root-&gt;eq, str+1);
    else 
    root-&gt;is_end_of_str = 1;
}
else 
    InsertTST(root-&gt;left, str);

return root;
}
</code></pre>
",search segmentation-fault fault ternary
739,Finding Matrix Representation,"<p>Problem: Let T: $\mathbb{R}^3\rightarrow\mathbb{R}^3$ be a linear map given by </p>

<p>$$T\left[ \begin{matrix} x\\y\\ z\end{matrix} \right]= \left[ \begin{matrix} 3x-y\\z-x\\z-y\\\end{matrix} \right]$$</p>

<ol>
<li>Find the Matrix representation of T with respect to the canonical basis of $\mathbb{R}^3$, and call it A. </li>
</ol>

<p>I am not sure how this works. So the cananical basis of $\mathbb{R}^3$ is ${(1,0,0),(0,1,0),(0,0,1)}$ But I am unsure how to get a matrix represenation from a linear operator. Any help is appreciated. </p>
",linear-algebra matrices
740,How to close windows after 5 seconds?,"<p>It's 'my' <a href=""http://pastebin.com/efHb07td"" rel=""nofollow"">program</a>. How to close windows after 5 seconds?</p>

<pre><code>//...
DeleteObject (hPedzelOkna);

DeleteObject (hBitmapa);

Sleep(5);
PostQuitMessage (0); 

/* The program return-value is 0 - The value that PostQuitMessage() gave */
//...
</code></pre>

<p>and</p>

<pre><code>DestroyWindow(hwnd); 
</code></pre>

<p>not work</p>

<p>(I using Dev C++)</p>

<p><strong>EDIT</strong> People have suggested using <code>SetTimer</code>, however I can't get the following code to work. Could you please a code example showing me how to do this?</p>

<pre><code> SetTimer(hwnd, DestroyWindow(hwnd), 1000, NULL);
</code></pre>
",c++ windows winapi
741,Drag objects in canvas,"<p>Im looking for an easy to use method of assigning drag behavior to multiple objects (images, shapes etc) in canvas. Does anyone have a good way or know of any libraries for dragging objects around? Thanks</p>
",html5 canvas draggable drag
742,"Including TikZ image (with external inputs) inside adjustbox adds horisontal spacing, why?","<p>I'm working on my masters thesis and so I have a bunch of tikz files that I want to include in the thesis. This I do by using adjustbox to limit the size to <code>\textwidth</code> as such
<code>\adjustbox{max width=\textwidth,bgcolor=blue}{\input{test.tikz}}</code>.</p>

<p>Now my problem is that I have created external files containing common draw commands in order to creating multiple UML like diagrams and memory diagrams easier... this however, for some reason, adds padding to the including picture! Why, and what can I do to avoid it?</p>

<p>Example:
The test file ""test.ext"" used in the example only contains 100x5 '%'s so nothing really should be included in the final image?</p>

<p>Code:</p>

<pre><code>\adjustbox{max width=\textwidth,bgcolor=blue}{
  \input{test.ext}                              &lt;-- this causes the problem
  \begin{tikzpicture}[]
    \draw[fill=blue!20] (0,0) rectangle (3,1);
  \end{tikzpicture}
}
</code></pre>

<p>Result:</p>

<p><img src=""http://i.imgur.com/qc529.png"" alt=""here"">.</p>
",tikz-pgf input
743,Is the location of SSH keys on Windows fixed?,"<p>I read an article: <a href=""http://ist.berkeley.edu/as-ag/tools/howto/ssh-key-exchange-win.html#keys-generated-check"" rel=""nofollow"">Determine whether you've already generated SSH keys</a> which says that SSH in Windows, keys stored are in <code>C:\Documents and Settings\userName\Application Data\SSH\UserKeys\</code>, but I have found the keys to be in <code>C:\Documents and Settings\userName\Application Data\.SSH \</code>.   Is there a setting to determine where to put these keys or am I reading the wrong documentation?</p>
",windows ssh
744,Artificial Intelligence in Tic-Tac-Toe using C#,"<p>I have made a <a href=""http://en.wikipedia.org/wiki/Tic-tac-toe"">Tic-Tac-Toe</a> game for 2 players. Now, I want to give the game <strong>Artificial Intelligence.</strong>  </p>

<p>So that game can be played between <strong>1 player and computer</strong>.<br>
Please, help How do I start?</p>
",c# artificial-intelligence
745,EventTrigger in Xaml,"<p>I am trying to add an eventtrigger inside my style but for some reason it is not working.
It is throwing me an error of {""Value cannot be null.\r\nParameter name: routedEvent""}
My goal is to add a fix logic of my control in its KeyDown event, anybody has any idea of what's going on?</p>

<p>The below style is inside my Theme.xaml.</p>

<pre><code>    &lt;Style.Triggers&gt;
            &lt;EventTrigger&gt;
            &lt;i:Interaction.Triggers&gt;
                &lt;i:EventTrigger EventName=""KeyDown""&gt;
                    &lt;Behaviors:ExecuteCommandAction Command=""{Binding TabKeyDownCommand}"" /&gt;
                &lt;/i:EventTrigger&gt;
            &lt;/i:Interaction.Triggers&gt;
        &lt;/EventTrigger&gt;
    &lt;/Style.Triggers&gt;
</code></pre>

<p>Here is my ExecuteCommandAction class:</p>

<pre><code>/// &lt;summary&gt;
/// Behaviour helps to bind any RoutedEvent of UIElement to Command.
/// &lt;/summary&gt;
[DefaultTrigger(typeof (UIElement), typeof (EventTrigger), ""KeyDown"")]
public class ExecuteCommandAction : TargetedTriggerAction&lt;UIElement&gt;
{
    /// &lt;summary&gt;
    /// Dependency property represents the Command of the behaviour.
    /// &lt;/summary&gt;
    public static readonly DependencyProperty CommandParameterProperty =
        DependencyProperty.RegisterAttached(""CommandParameter"",
                                            typeof (object),
                                            typeof (ExecuteCommandAction),
                                            new FrameworkPropertyMetadata(null));

    /// &lt;summary&gt;
    /// Dependency property represents the Command parameter of the behaviour.
    /// &lt;/summary&gt;
    public static readonly DependencyProperty CommandProperty = DependencyProperty.RegisterAttached(""Command"",
                                                                                                    typeof (ICommand
                                                                                                        ),
                                                                                                    typeof (
                                                                                                        ExecuteCommandAction
                                                                                                        ),
                                                                                                    new FrameworkPropertyMetadata
                                                                                                        (null));

    /// &lt;summary&gt;
    /// Gets or sets the Commmand.
    /// &lt;/summary&gt;
    public ICommand Command
    {
        get { return (ICommand) GetValue(CommandProperty); }
        set { SetValue(CommandProperty, value); }
    }

    /// &lt;summary&gt;
    /// Gets or sets the CommandParameter.
    /// &lt;/summary&gt;
    public object CommandParameter
    {
        get { return GetValue(CommandParameterProperty); }
        set { SetValue(CommandParameterProperty, value); }
    }


    /// &lt;summary&gt;
    /// Invokes the action.
    /// &lt;/summary&gt;
    /// &lt;param name=""parameter""&gt;The parameter to the action. If the action does not require a parameter, the parameter may be set to a null reference.&lt;/param&gt;
    protected override void Invoke(object parameter)
    {
        if (Command != null)
        {
            if (Command.CanExecute(CommandParameter))
            {
                Command.Execute(CommandParameter);
            }
        }
    }
}
</code></pre>
",c# wpf xaml styles event-triggers
746,How can I get the size of a zoomed or pinched image in iphone sdk?,"<p>I had a image which is added to a scrollView, I want to get the size of the image when ever I pinch/zoom that image. Can anyone please help me</p>

<p>Thanks</p>

<p>Praveena</p>
",objective-c iphone-sdk-4.0
747,ViewStub and ListViews - How to handle view reuse properly,"<p>I have a ListView defined as follows: </p>

<pre><code>&lt;ListView
    android:id=""@+id/my_list""
    android:layout_width=""match_parent""
    android:layout_height=""wrap_content""      
    &gt;
&lt;/ListView&gt;
</code></pre>

<p>The ListView populates with lots of item rows defined like this: </p>

<pre><code>&lt;LinearLayout 
    xmlns:android=""http://schemas.android.com/apk/res/android""
    android:layout_width=""match_parent""
    android:layout_height=""match_parent""
    android:orientation=""vertical"" &gt;

&lt;LinearLayout
    android:layout_height=""wrap_content""
    android:layout_width=""match_parent""        
    android:padding=""8dp""
    android:orientation=""horizontal""
    &gt;

    &lt;ImageView
        android:id=""@+id/picture""
        android:layout_width=""48dp""
        android:layout_height=""48dp""
        android:src=""@drawable/ic_launcher"" /&gt;

    &lt;TextView
        android:id=""@android:id/text1""
        android:layout_width=""match_parent""
        android:layout_height=""wrap_content""            
        android:gravity=""center_vertical""
        android:paddingLeft=""8dp""
        android:minHeight=""48dp""            
        android:textColor=""@color/black""
        android:textSize=""16sp"" /&gt;

&lt;/LinearLayout&gt;

&lt;ViewStub
    android:id=""@+id/controls_stub""
    android:layout_width=""fill_parent""
    android:layout_height=""wrap_content""
    android:layout=""@layout/quick_actions""
    android:minHeight=""48dp"" /&gt;

&lt;/LinearLayout&gt;
</code></pre>

<p>Now, this listview is populated using a custom adapter, which takes two arrrays of Strings to fill in the necessary data. What I'd like is to have a small row of buttons inflate when the user taps on the listview item, but of course, only below that specific row, here's the code I used to attempt this: </p>

<pre><code>private View.OnClickListener myCustomListener = new OnClickListener() {

    @Override
    public void onClick(View v) {
        if (stub == null) {
            //get the reference to it
            stub = (ViewStub) v.findViewById(R.id.controls_stub);
        }
        if (stub.getVisibility() != View.VISIBLE) {
            //inflate and make visible if not already
            stub.setVisibility(View.VISIBLE);       
        }               
        else if (stub.getVisibility() == View.VISIBLE) {
            //if visible, then toggle visibility back to gone
            stub.setVisibility(View.GONE);
        }
    }
};

@Override
public View getView(int position, View convertView, ViewGroup parent) {
    View row = convertView;
    ViewHoldermHolder;

    if (row == null) {
        row = mInflater.inflate(R.layout.list_item, null);
        mHolder = new ViewHolder();
        mHolder.mName = (TextView) row.findViewById(android.R.id.text1);
        mHolder.mPicture = (ImageView) row.findViewById(R.id.friends_picture); 
        row.setTag(mHolder);
    }

    else {
        mHolder = (FriendListViewHolder) row.getTag();
    }

    mHolder.mName.setText(names[position]);
    FacebookHelper.setProfileImage(row.getContext(), mIds[position], mHolder.mPicture);
    row.setOnClickListener(myCustomListener);

    return row;
}
</code></pre>

<p>The problem I am running into is that since I am inflating the stub for that row, every certain (10 in my Gnexus case) rows, there is one with the items highlighted - when it should have only been one. For example, if there are 40 list items, row 1, 10, and 40 will have the stub inflated when the user only tapped item one. </p>

<p>How would I show it only for the row specified, and have it not affect further views when it's reusing the same row?</p>
",android android-listview viewstub
748,"I need to setup a Guest wi-fi SSID so customers/clients can connect to the internet, what's the best way to do that?","<p>What are the best options out there to be able to provide a guest wireless internet access so they can't see the rest of devices in LAN?, what's the best and also cost effective appliance that will do that?</p>
",networking wireless-network dd-wrt
749,Need to convert following FORTRAN code to C++,"<p>Im a very poor programmer, and i was given a program to supposedly help me on my aerodynamic hw. but its in fortran, and im trying to use MATLAB to run this program. any help on converting it to a language matlab understands? (preferabbly c++)</p>

<pre><code>      program joukow
c

c   computes joukowski airfoil and finds pressure coefficient

c   currently set up for symmetric airfoil with sharp trailing edge

c   and chord length equal to one.

c   profile is written onto prof.dat and cp onto cp.dat

c      implicit real*8(a-h,o-z)

      complex z,zeta,cw
      dimension uz(100),vz(100),xi(100),eta(100),cp(100)
      dimension xout(100),yout(100)
         open(unit=8,file='prof.dat',status='unknown')
         open(unit=9,file='cp.dat',status='unknown')
      b=1.d0
      write(6,98)
      format(2x,'input the radius of the a-circle in z plane')
      read(5,99)a
      format(f10.0)
      xl=2.*a-1.+1./(2.*a-1.)

c      xl=a+1./a

c      chord=2.*xl

      chord=2.+xl
      del=a-b

c      del =0.1d0
      do 50 i=1,100
      ri=i
      theta=6.2832d0*ri/101.d0
      x=-del+a*cos(theta)
      y=a*sin(theta)
      z=cmplx(x,y)
      zeta=z+b**2/z

c

c  xi and eta are coordinates of points on airfoil

c

      xi(i)=real(zeta)

      eta(i)=aimag(zeta)

      cw=(1.-a**2/(z+del)**2)/(1.-b**2/z**2)
c

c  uz and vz are velocity components on the airfoil assuming the free-stream

c  speed is one.
c
      uz(i)=real(cw)
      vz(i)=-aimag(cw)

c

c  xout and yout are airfoil coordinates where the leading edge is at (0,0)

c  and the chordlength is one.

c

      xout(i)=(xl+xi(i))/chord
      yout(i)=eta(i)/chord
      write(8,100)xout(i),yout(i)
      format(2x,2f10.4)
      continue

c

c  now calculate the pressure coefficient cp

c

      write(6,200)
      format(2x,'pressure coefficients')
      do 70 i=1,50
      cp(i)=1.-(uz(i)**2+vz(i)**2)
      write(9,100)xout(i),cp(i)
      continue
      stop
      end
</code></pre>
",c++ matlab fortran
750,`hostname` - host name or FQDN?,"<p>What is the right thing to set a computer's hostname to? (<code>/bin/hostname</code>, <code>/etc/hostname</code>, <code>sethostname(2)</code>, etc.)</p>

<p>I usually just use the ""name"" part, and it works perfectly (for me at least), but I've seen it implied in some places that I should use the entire ""name.domain.tld"" instead... which just doesn't feel ""right"" for me.</p>
",networking hostname
751,Regexp for numbers with delimeters,"<p>I would like to know how can I create a regexp to match the pattern  3,231 or 3,231,201 in php ?
Thanks</p>
",php
752,Update sqlite database when server database get updated,"<p>I am working on a updating a database on a mobile device which is using sqlite db, which should get updated as server updates his/her database ie wamp server.
can anyone suggests me any ideas how I can achieve this,
I don't want to to read the whole server database as it will create unwanted data usage reading the whole database just for a single update or for multiple update.
Update is on my product table and only price field is updated by server side. </p>
",android
753,How do I identify where the POST data sent to a PHP script came from?,"<p>I have a ton of data collection forms on my website, and I wrote a PHP script to handle all the data.  All the forms have that one script as their action, and POST as the method.  The handler emails a copy of the data to me, and I'd like for the emails I get to contain the URL of the form where they originated.  Is there any way in PHP to get the url of the form which was submitted to the script?  Or do I have to add an extra hidden field in every form with its URL?</p>
",php url forms post callback
754,Migrating a multi-project Subversion repo with a common trunk to Git?,"<p>I began using Git last year and have enjoyed it so much that I'm considering switching over my largest, most active Subversion repo.  Unfortunately, that repo contains several (related, but independant) projects.</p>

<p>There are many, many pages describing how to convert a single-project repo, but far fewer for multi-project repos.  In fact, I've only <a href=""http://veys.com/2010/07/24/migrating-multi-project-subversion-repositories-to-git/"" rel=""nofollow"">found</a> a <a href=""http://daneomatic.com/wp/2010/11/01/svn-to-multiple-git-repos/"" rel=""nofollow"">few</a>, and they all seem to assume that each project has its own trunk:</p>

<pre><code>project1/
    branches/
    tags/
    trunk/
project2/
    branches/
    tags/
    trunk/
project3/
    branches/
    tags/
    trunk/
</code></pre>

<p>Regrettably, <em>my</em> Subversion repo looks something like this:</p>

<pre><code>branches/
    *empty*
tags/
    project1-0.9/
    project1-1.0/
    project1-1.0.1/
    project2-0.9/
    project2-0.9.1/
    project3-0.5/
trunk/
    project1/
    project2/
    project3/
</code></pre>

<p>Worse, the tags are all created from the working copy (e.g. <code>svn copy . svn://example.com/svn/tags/project1-1.0.2</code>), so include small changes never commited to the trunk (mostly hard-coding version numbers).  Also, there are a handful of commits which span all projects (license updates, etc.).  Thankfully, at least, there are no merges!</p>

<p>Is there a clean way to untangle these projects while keeping my tags?  If it helps, this would be a one-way conversion, with the Subversion repo taken offline afterward.</p>
",svn git
755,entering datas of php page to database,"<p>I have a php form with two text boxes and i want to enter the text box values into the database. I have created the table (with two columns namely webmeasurementsuite id and webmeasurements id) I used the following syntax for creating table:</p>

<pre><code>CREATE TABLE `radio` (

`webmeasurementsuite id` INT NOT NULL,
`webmeasurements id` INT NOT NULL

);
</code></pre>

<p>Utilising the tutorial in the following link, I wrote the php coding but unfortunately the datas are not getting entered into the database. I am getting an error in the insert sql syntax. I checked it but i am not able to trace out the error.Can anyone correct me? I got the coding from <a href=""http://www.webune.com/forums/php-how-to-enter-data-into-database-with-php-scripts.html"" rel=""nofollow"">http://www.webune.com/forums/php-how-to-enter-data-into-database-with-php-scripts.html</a>
$sql = ""INSERT INTO $db_table(webmeasurementsuite id,webmeasurements id) values </p>

<p>('"".mysql_real_escape_string(stripslashes($_REQUEST['webmeasurementsuite </p>

<p>id'])).""','"".mysql_real_escape_string(stripslashes($_REQUEST['webmeasurements id'])).""')"";
echo$sql;
My error is as follows:
INSERT INTO radio(webmeasurementsuite id,webmeasurements id) values ('','')ERROR: You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'id,webmeasurements id) values ('','')' at line 1</p>
",sql php5
756,How to identify graphic card I have in hand not in a computer?,"<p>I tried to identify it with the serial number on Asus website but it find nothing, the GPU if from an AMD 64 bits CPU computer at the beginning of 64 bits support on Windows XP</p>

<p>What could I do without using another computer to identify it ?</p>

<p>Seem like an ASUS 512MB NVIDIA 8400GS Low Profile Version but the vga port is a s-video port and the s-video video port is an hdmi port ... (almost identical)</p>

<p><a href=""http://www.asus.com/Graphics_Cards/NVIDIA_Series/EN8400GSHTP512MLP/"" rel=""nofollow"">http://www.asus.com/Graphics_Cards/NVIDIA_Series/EN8400GSHTP512MLP/</a></p>

<p>Right sticker on the back :</p>

<p>HP P/N 5188-8905
C78S906-11593</p>

<p>Up-left sticker on the back :</p>

<p>S/N : 78C0AIC51916</p>

<p>Down little sticker on the back :</p>

<p>?00    C78S906- 09287- 60-C1D0EZ- A03      000</p>
",gpu identification
757,Is it bad practise to use SquishIt to minify javascript which is already minifed?,"<p>In my project I've used quite a few minified scripts to improve performance.</p>

<p>However, amongst these scripts were quite a few un-minified ones too.  Is it ok to use SquishIt to minify and bundle already minified scripts? Is it in any way dangerous for the minifier to process already minified code?</p>
",javascript minify squishit
758,Memory usage of php-cgi processes is growing steadily,"<p>I'm trying to set up a web server on a VPS. My problem is that memory usage of php-cgi processes increases over time even though the website is not receiving any traffic at all. (it is behind a firewall for the time being)</p>

<p>The VPS has 360MB RAM. I'm using Debian Lenny 32bit and its lighttpd and php5-cgi packages. Apart from some config changes (listed below), I'm using the stock setup by Debian.</p>

<p>The website is based on Drupal. Using Drupal's devel module, I can tell that memory usage of PHP scripts is less than 20KB on average, and it never exceeds 8MB.</p>

<p>Here are the relevant parts from the output of <code>ps aux</code>:</p>

<pre><code>USER       PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
www-data 29871  0.0  1.7  54552  6368 ?        Ss   Aug12   0:00 /usr/bin/php-cgi
www-data 29873  0.0  7.4  65808 27468 ?        S    Aug12   0:00 /usr/bin/php-cgi
www-data 29874  0.0  3.7  55808 13736 ?        S    Aug12   0:00 /usr/bin/php-cgi
www-data 29875  0.0  4.3  58040 16204 ?        S    Aug12   0:00 /usr/bin/php-cgi
www-data 29876  0.0  4.4  57444 16288 ?        S    Aug12   0:00 /usr/bin/php-cgi
www-data 29877  0.0  1.7  54552  6368 ?        Ss   Aug12   0:00 /usr/bin/php-cgi
www-data 29879  0.0  9.6  67140 35684 ?        S    Aug12   0:26 /usr/bin/php-cgi
www-data 29880  0.0  6.6  59172 24492 ?        S    Aug12   0:23 /usr/bin/php-cgi
www-data 29881  0.0  7.1  59784 26388 ?        S    Aug12   0:22 /usr/bin/php-cgi
www-data 29882  0.0  7.4  60880 27440 ?        S    Aug12   0:23 /usr/bin/php-cgi
</code></pre>

<ul>
<li>Is it normal to have php-cgi this large?</li>
<li>Is it possible to estimate php-cgi memory usage based on settings?</li>
<li>Any tips for reducing memory consumption of php-cgi processes?</li>
</ul>

<p>Searching for known memory leaking bugs didn't yield anything relevant. And I'd be surprised if the default Debian packages/config had such an obvious memory leak. Other users on the same host do not have this problem.</p>

<p>What I've done so far is set <code>PHP_FCGI_MAX_REQUESTS</code> to a low value so that php-cgi processes are recycled quickly. When I use <code>ab</code> to simulate high load, this works very well. Processes die quickly before they grow higher than 10MB. However, under low-to-medium load, all processes grow steadily (because of load balancing) and most of them consume 28MB+ simultaneously, putting my VPS at risk of swapping. Please note than even without any sort of traffic, the processes grow steadily.</p>

<p>I can reduce the number of php-cgi processes, but this feels like a workaround more than a fix. I'd be surprised if php-cgi normally grew like this.</p>

<p>Also, summing the total RSS numbers for php-cgi processes gives:</p>

<pre><code>$ ps -C php-cgi -o rss= | awk '{s+=$1}END{print s/1024}'
195.738
</code></pre>

<p>Yet, <code>free -m</code> gives the following output:</p>

<pre><code>             total       used       free     shared    buffers     cached
Mem:           360        351          8          0         33        190
-/+ buffers/cache:        127        232
Swap:          255          0        255
</code></pre>

<ul>
<li>Am I missing something? How come the used memory (without buffers) is lower than the total resident memory of php-cgi processes on the host?</li>
</ul>

<p>I have the following PHP extensions:</p>

<p>php5-cgi
php5-common
php5-curl
php5-gd
php5-mysql
php5-xcache</p>

<p><code>xcache.size</code> is set to 24M. It used to be 32M but reducing it didn't help. <code>xcache.var_size</code> is set to 0. The remaining plugins are using the stock configuration. The xcache admin pages shows that xcache is using less than 1MB.</p>

<p>PHP's <code>memory_limit</code> is set to 32M.</p>

<p>Here is my FastCGI config:</p>

<pre><code>fastcgi.server    = ( "".php"" =&gt;
  ((
    ""bin-path"" =&gt; ""/usr/bin/php-cgi"",
    ""socket"" =&gt; ""/tmp/php.socket"",
    ""max-procs"" =&gt; 2,
    ""idle-timeout"" =&gt; 20,
    ""bin-environment"" =&gt; (
      ""PHP_FCGI_CHILDREN"" =&gt; ""4"",
      ""PHP_FCGI_MAX_REQUESTS"" =&gt; ""1000""
    ),
    ""bin-copy-environment"" =&gt; (
      ""PATH"", ""SHELL"", ""USER""
    ),  
    ""broken-scriptfilename"" =&gt; ""enable"" 
  ))
)
</code></pre>

<p>I'm using more-or-less the stock <code>lighttpd.conf</code> that ships with Debian.</p>

<p>Please let me know if there is any other data that I can provide.</p>

<p>Any help is appreciated. I've been trying to troubleshoot this for days. I've run out of ideas.</p>
",linux php webserver memory lighttpd
